cfips,first_day_of_month,row_id,state,diff_abs,diff,diff_1_2,mb_dens_shift1,active_shift1,mb_dens_shift2,active_shift2,mb_dens_shift3,active_shift3,mb_dens_shift4,active_shift4,mb_dens_shift5,active_shift5,cfips_amount,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,rolling_lag_mean_t3_shift2,rolling_lag_min_t3_shift2,rolling_lag_mean_t6_shift2,rolling_lag_min_t6_shift2,rolling_lag_mean_t3_shift3,rolling_lag_min_t3_shift3,rolling_lag_mean_t6_shift3,rolling_lag_min_t6_shift3,rolling_lag_std_t6_shift1,target,shift_target,microbusiness_density,state_rolling_lag_mean_t3_shift2,state_rolling_lag_min_t3_shift2,state_rolling_lag_mean_t6_shift2,state_rolling_lag_min_t6_shift2,state_rolling_lag_mean_t3_shift3,state_rolling_lag_min_t3_shift3,state_rolling_lag_mean_t6_shift3,state_rolling_lag_min_t6_shift3
17001,2023-05-01,17001_2023-05-01,Illinois,0.03984429411764717,0.17199609999999943,4.3167059125743625,3.9982955357001617,,3.9950751342588315,,3.9917467187000724,,3.9864111028849534,,3.9808636,2022.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9910776519479523,3.9864111028849534,3.988267492640643,3.9808636,3.9863404738616754,3.9808636,3.984586370264171,3.9729884,0.006250700067788344,0.0,3.9982955357001617,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17003,2023-05-01,17003_2023-05-01,Illinois,0.03780020588235291,0.06246089999999982,1.6523957619278418,1.7705771311323388,,1.7691510311619456,,1.7676362836821877,,1.7650247956933933,,1.7626827,82.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7672707035125088,1.7650247956933933,1.9297803684229213,1.7626827,1.7651145931251937,1.7626827,1.9824426465625968,1.7626827,0.2878456486443208,0.0,1.7705771311323388,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17005,2023-05-01,17005_2023-05-01,Illinois,0.03617774117647061,-0.27554370000000006,-7.616387619556774,2.696602814451386,,2.694430853046128,,2.6921860428055457,,2.6889694097645434,,2.6855175,359.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6918621018720725,2.6889694097645434,2.7136250176027032,2.6855175,2.6888909841900297,2.6855175,2.725853825428348,2.6855175,0.005363773335303704,0.0,2.696602814451386,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17007,2023-05-01,17007_2023-05-01,Illinois,0.05801085882352939,-0.1973864999999999,-3.4025784827708723,3.1919463645009896,,3.189375431817023,,3.1867182685714677,,3.182649897174493,,3.1783621,1275.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.186247865854328,3.182649897174493,3.162777832927164,3.1135485,3.1825767552486535,3.1783621,3.1493090776243267,3.1085629,0.02488551813317455,0.0,3.1919463645009896,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17009,2023-05-01,17009_2023-05-01,Illinois,0.026452470588235306,0.0,0.0,1.7244303450546203,,1.7230414137164782,,1.7216058968220345,,1.7194174917902054,,1.7171345,93.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7213549341095726,1.7194174917902054,1.713090083721453,1.6986706,1.7193859628707466,1.7171345,1.7090282814353734,1.6986706,0.009527543205756833,0.0,1.7244303450546203,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17011,2023-05-01,17011_2023-05-01,Illinois,0.020116541176470576,-0.09990379999999988,-4.966251361185933,2.3864075438081365,,2.384485427189927,,2.382498841674317,,2.3794990536176592,,2.3763449,614.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.382161107493968,2.3794990536176592,2.374092687080317,2.3569937,2.3794475984306587,2.3763449,2.364995399215329,2.3299017,0.007848758113403609,0.0,2.3864075438081365,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17013,2023-05-01,17013_2023-05-01,Illinois,0.0538456117647059,0.28788270000000016,5.3464468238932366,1.8512854265714676,,1.8497943206232423,,1.8482532021235,,1.8456770314537363,,1.8430753,70.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8479081847334928,1.8456770314537363,1.8235503757000797,1.7640864,1.845668511192412,1.8430753,1.8048774389295394,1.7377567,0.023535621383616128,0.0,1.8512854265714676,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17015,2023-05-01,17015_2023-05-01,Illinois,0.06147914117647064,0.15436030000000045,2.510775151476537,7.406814752458265,,7.4008489811210785,,7.3946831143804115,,7.3830165109985675,,7.3734694,861.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.392849535500019,7.3830165109985675,7.36032251775001,7.2963948,7.38372300845966,7.3734694,7.345768070896497,7.2963948,0.034148489364614905,0.0,7.406814752458265,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17017,2023-05-01,17017_2023-05-01,Illinois,0.05307731882352941,0.0,0.0,0.8419869542975587,,0.8412464360129591,,0.840476884521389,,0.8389516116956411,,0.83726919,78.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8402249774099965,0.8389516116956411,0.8387470937049981,0.82653499,0.83889922873901,0.83726919,0.8362951860361716,0.82653499,0.0036836904580681536,0.0,0.8419869542975587,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17019,2023-05-01,17019_2023-05-01,Illinois,0.026798570588235388,0.28883879999999973,10.778142029963359,5.2800472208196165,,5.275794440721599,,5.2713990199319545,,5.264453699161639,,5.2573195,8957.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.270549053271731,5.264453699161639,5.259629843302533,5.2444062,5.264390739697865,5.2573195,5.248822503182265,5.2109504,0.013155454323951243,0.0,5.2800472208196165,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17021,2023-05-01,17021_2023-05-01,Illinois,0.016475447058823534,0.1565782,9.503729971087099,1.8048727828796056,,1.8034190596969382,,1.801916577802221,,1.7994975940133333,,1.7969795,470.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.801611077170831,1.7994975940133333,1.798020855252082,1.7893329,1.7994645572718515,1.7969795,1.7943986953025923,1.7816861,0.005650273204920464,0.0,1.8048727828796056,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17023,2023-05-01,17023_2023-05-01,Illinois,0.022369176470588226,0.0,0.0,1.436723895251067,,1.4355666952237685,,1.434370682041677,,1.432481706925104,,1.4305797,173.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4341396947301834,1.432481706925104,1.4268468640317582,1.4140412,1.4324773629889271,1.4305797,1.4260156981611303,1.4140412,0.00841568549739018,0.0,1.436723895251067,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17025,2023-05-01,17025_2023-05-01,Illinois,0.01851270000000001,0.02921130000000005,1.5779059780583078,1.8310975602164656,,1.8296227144554444,,1.8280984015189412,,1.825774910030586,,1.8233507,186.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8278320086683237,1.825774910030586,1.8206898543341616,1.7939417,1.8257413371831757,1.8233507,1.8180106852582547,1.7939417,0.003253548905867285,0.0,1.8310975602164656,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17027,2023-05-01,17027_2023-05-01,Illinois,0.019496023529411828,-0.1786799000000001,-9.164940723960578,2.5094066305319846,,2.507385445089915,,2.5052964679250858,,2.5022328711157154,,2.4992402,740.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5049715947102382,2.5022328711157154,2.494788264021786,2.4755986,2.5022565130136,2.4992402,2.487801773173467,2.4654665,0.012425424428482844,0.0,2.5094066305319846,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17029,2023-05-01,17029_2023-05-01,Illinois,0.03583142941176476,-0.16627860000000005,-4.640579589755489,2.974897258270347,,2.9725011463939732,,2.9700246675464927,,2.9663115049950686,,2.9623795,1241.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.969612439645178,2.9663115049950686,2.9648023864892554,2.950444,2.966238557513854,2.9623795,2.959136945423593,2.9385085,0.004526915185024079,0.0,2.974897258270347,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17031,2023-05-01,17031_2023-05-01,Illinois,0.06166485294117637,0.42803579999999997,6.94132523770573,8.816074776394714,,8.808973925628862,,8.801634908242345,,8.79021575479985,,8.7783089,354722.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.800274862890353,8.79021575479985,8.784948998111844,8.7465096,8.790053187680732,8.7783089,8.7835296771737,8.7465096,0.02530978595609581,0.0,8.816074776394714,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17033,2023-05-01,17033_2023-05-01,Illinois,0.03318776470588231,0.28272720000000007,8.519019057342193,1.96847921339532,,1.9668937144647272,,1.9652550369876727,,1.9626280676550631,,1.9598817,298.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9649256063691543,1.9626280676550631,1.9634997531845768,1.946728,1.962588268214245,1.9598817,1.967811717440456,1.946728,0.007923135467557098,0.0,1.96847921339532,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17035,2023-05-01,17035_2023-05-01,Illinois,0.017436300000000012,0.0718131999999998,4.118603144015631,1.4781777508496172,,1.4769871620807595,,1.4757566402795046,,1.4737768373803335,,1.47182,123.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4755068799135325,1.4737768373803335,1.4756577899567664,1.459854,1.4737844925532793,1.47182,1.478785279609973,1.459854,0.0067033917464772155,0.0,1.4781777508496172,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17037,2023-05-01,17037_2023-05-01,Illinois,0.44716647058823505,-4.779882000000001,-10.689267452705474,25.534885823560884,,25.514331428493936,,25.49311289416766,,25.47608993574407,,25.450539,20901.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.494511419468555,25.47608993574407,25.512099376400943,25.44445,25.47324727663724,25.450539,25.57513630498529,25.44445,0.03556420232267247,0.0,25.534885823560884,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17039,2023-05-01,17039_2023-05-01,Illinois,0.02134114117647062,-0.1601410000000001,-7.503863016311486,1.9290195992309112,,1.9274658827929316,,1.925860053811581,,1.9234352165410797,,1.9208856,236.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.925587051048531,1.9234352165410797,1.927305992190932,1.9208856,1.923393623450887,1.9208856,1.9357051617254433,1.9208856,0.0034141982255479083,0.0,1.9290195992309112,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17041,2023-05-01,17041_2023-05-01,Illinois,0.02954545294117646,-0.05438480000000023,-1.8407164076407185,2.7678812766077376,,2.765651904423258,,2.7633477578128836,,2.759885376089742,,2.756227,405.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762961679441961,2.759885376089742,2.7561915897209808,2.7358105,2.7598200446342087,2.756227,2.748949505650437,2.7221994,0.004890423069853741,0.0,2.7678812766077376,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17043,2023-05-01,17043_2023-05-01,Illinois,0.09845229411764723,1.0543190000000013,10.70893278261373,10.869418789466142,,10.860664085962243,,10.851632010230219,,10.838147035151163,,10.823479,77471.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.850147710447876,10.838147035151163,10.833949355223936,10.813839,10.837752681793795,10.823479,10.823420840896896,10.797493,0.0210777018443511,0.0,10.869418789466142,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17045,2023-05-01,17045_2023-05-01,Illinois,0.014047841176470543,-0.043233999999999995,-3.0776259111197,1.3703491593074835,,1.369245420384646,,1.368104661423222,,1.3663336485330908,,1.3645225,189.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3678945767803194,1.3663336485330908,1.3638019550568263,1.350083,1.3663202699854378,1.3645225,1.3666246349927187,1.350083,0.007489867003184188,0.0,1.3703491593074835,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17047,2023-05-01,17047_2023-05-01,Illinois,0.025386238823529424,0.10088777999999998,3.974112931864936,0.7303852362022681,,0.7297428704037855,,0.7289603983878428,,0.7276411672425496,,0.7262457,36.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7287814786780592,0.7276411672425496,0.720789092672363,0.70607221,0.7276157552101307,0.7262457,0.7134817342717321,0.68589872,0.009314697288939223,0.0,0.7303852362022681,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17049,2023-05-01,17049_2023-05-01,Illinois,0.07983296470588223,0.1343937000000004,1.683436165688308,11.937930060112382,,11.92831473107309,,11.918394762905974,,11.897250433799904,,11.881871,3102.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.914653309259656,11.897250433799904,11.877833321296494,11.793772,11.899172065568626,11.881871,11.827958366117647,11.629065,0.03364915157002679,0.0,11.937930060112382,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17051,2023-05-01,17051_2023-05-01,Illinois,0.025989129411764716,0.09935129999999992,3.822802158006329,1.389025310743408,,1.3879065292344321,,1.3867502231498747,,1.3849239611541235,,1.3830851,235.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3865269045128101,1.3849239611541235,1.3828441855897384,1.3713142,1.3849197614346662,1.3830851,1.3800787973839999,1.3713142,0.002500069307311213,0.0,1.389025310743408,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17053,2023-05-01,17053_2023-05-01,Illinois,0.03806820000000005,0.13654540000000015,3.586862525677599,2.239675867131925,,2.2378719345996188,,2.2360074971321584,,2.2329609320141155,,2.2298625,227.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2356134545819644,2.2329609320141155,2.240923943957649,2.2298625,2.232943643048758,2.2298625,2.2395890381910455,2.2298625,0.010426380941373138,0.0,2.239675867131925,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17055,2023-05-01,17055_2023-05-01,Illinois,0.019813423529411754,0.07259539999999998,3.6639503462002296,2.194733200623555,,2.1929654668731318,,2.1911384423155282,,2.188353531220864,,2.1854479,659.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.190819146803175,2.188353531220864,2.182053656734921,2.1622338,2.1883132911787975,2.1854479,2.176379028922732,2.1589177,0.008185104859952538,0.0,2.194733200623555,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17057,2023-05-01,17057_2023-05-01,Illinois,0.02384299411764706,0.06754349999999998,2.8328447202026776,1.2875355239768835,,1.286403150615622,,1.2852797064260542,,1.283916130301545,,1.2823737,357.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2851996624477404,1.283916130301545,1.291569497890537,1.2823737,1.283856512242533,1.2823737,1.2938913227879332,1.2823737,0.00789679292938042,0.0,1.2875355239768835,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17059,2023-05-01,17059_2023-05-01,Illinois,0.10757441176470588,0.12419270000000004,1.1544817950912232,1.7090053135683523,,1.7076288062226808,,1.7061336753432015,,1.7037515063284006,,1.7018034,67.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705837995964761,1.7037515063284006,1.7080540479823805,1.7018034,1.7038961938905341,1.7018034,1.711316496945267,1.7018034,0.0030407554332804333,0.0,1.7090053135683523,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17061,2023-05-01,17061_2023-05-01,Illinois,0.028406417647058816,0.19225230000000004,6.76791781310396,1.2539818260699225,,1.2528789628176824,,1.2517328600428965,,1.2494612519217447,,1.2469556,128.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2513576915941078,1.2494612519217447,1.2215547791303873,1.1592791,1.249383237321547,1.2469556,1.2092020853274403,1.1592791,0.037530275068719546,0.0,1.2539818260699225,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17063,2023-05-01,17063_2023-05-01,Illinois,0.7758936000000001,0.10056900000000013,0.12961699903182616,3.417212773154711,,3.41446040108973,,3.4114708373368665,,3.4079037568526807,,3.4044235,1293.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.411278331759759,3.4079037568526807,3.4074120158798795,3.3912585,3.4079326980631826,3.4044235,3.4035450323649243,3.3912585,0.004816825664410089,0.0,3.417212773154711,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17065,2023-05-01,17065_2023-05-01,Illinois,0.02509937647058819,0.06285340000000006,2.5041817303171885,1.6662272737193724,,1.6648852216709538,,1.663498156424586,,1.6613074349721102,,1.6591016,106.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66323027102255,1.6613074349721102,1.655948635511275,1.6434497,1.661302397132232,1.6591016,1.644550098566116,1.596494,0.00837758799629173,0.0,1.6662272737193724,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17067,2023-05-01,17067_2023-05-01,Illinois,0.03994038235294116,0.007045700000000377,0.17640542190456873,2.8030360402926804,,2.800778352929738,,2.7984449414335217,,2.7941464395168634,,2.7904005,393.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7977899112933744,2.7941464395168634,2.8071123389800205,2.7904005,2.7943306269834616,2.7904005,2.8172164468250642,2.7904005,0.012511105306572458,0.0,2.8030360402926804,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17069,2023-05-01,17069_2023-05-01,Illinois,0.05346852352941179,0.3064663000000001,5.731714282916754,1.5041572020943856,,1.5029456883434984,,1.5016935397242759,,1.499568144156472,,1.4974543,50.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501402457408082,1.499568144156472,1.4994283787040412,1.4974543,1.4995719946269161,1.4974543,1.5084961806467911,1.4974543,0.0028351208310143632,0.0,1.5041572020943856,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17071,2023-05-01,17071_2023-05-01,Illinois,0.01303095647058824,0.09007388000000005,6.912299968410067,0.6949899079672088,,0.6943786719714073,,0.6936391948555363,,0.6922123708164606,,0.69065791,38.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693410079214468,0.6922123708164606,0.6617419812739008,0.59978187,0.6921698252239988,0.69065791,0.6490050559453328,0.59978187,0.038159873313404834,0.0,0.6949899079672088,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
17073,2023-05-01,17073_2023-05-01,Illinois,0.016440576470588202,0.05490180000000011,3.3394084506840813,2.16871351864675,,2.1669667422819407,,2.165161378032724,,2.1624094834801144,,2.1595383,823.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1648458679315934,2.1624094834801144,2.157818750632463,2.1359224,2.16236972050428,2.1595383,2.1561433269188064,2.1359224,0.012137328872646643,0.0,2.16871351864675,,3.2095965658049708,3.1851094263250013,3.2088860634785576,3.154249821849376,3.205144371524555,3.1797516257178406,3.2040975772203804,3.1484138025210084
